,"OMO VALLEY AGRO INDUSTRY PLC.

251-114407524
251-114407523
251-114400175
2468/1250
amibara@ethionet.et
www.amibara.com
",,,,,
,"ORGANIC COFFEE

251-116621186
251-911208169
efewshfeyclu@yahoo.com
",,,,,
,"OROMIA COFFEE FARMERS COOPERATIVE UNION (OCFCU)

251-114450488
251-116655094
251-114450490
1394/1110
cofunion@ethionet.et
www.oromiacoffeeunion.org
",,,,,
,"PAUL RIES & SONS (ETH) LTD

251-111550233
251-111553009
251-911709419
251-111551278
paulries@ethionet.et
manianand256@gmail.com
",,,,,
,"S.J MAGDALINOS PLC

251-111112419
251-111550050
251-113713915
251-111558572
251-111550310
243
s.j.magdalions@ethionet.et
",,,,,
,"S.SARA COFFEE EXPORTER ENTERPRISE

251-114704335/59/69/74
251-114704376
5661
saracoffee@ethionet.et
saracoffee@gmail.com
www.saracoffee.com
",,,,,
,"SABEKAME COFFEE EXPORT

251-112703564
251-911516842
251-911599493
info@sabekamecoffee.com
www.sabekamecoffee.com
",,,,,
,"SEID YASSIN PLC

251-115525255
251-115522246
251-911205796
251-911205018
251-115526233
s.y.a.c.e@ethionet.et
www.saidplc.com
",,,,,
,"SIDAMA COFFEE

251-114407165
251-911247326
251-114407166
sidcoo@yahoo.com
www.sidama.com
",,,,,
,"SMS PLC.

251-114422924
251114400220
251-911207075
251-114431470
sms@ethionet.et
",,,,,
,"SOFOMER COFFEE

251-111566496
vip@ethionet.et
",,,,,
,"STANDBY GENERAL TRADINING PLC.

251-911204151
251-115505948
",,,,,
,"SUN LIGHT MOON TRADING PLC

251-116676340/41
251-903181884
251-930582105
251-922600261
251-116676282
1082
sunlightmoontrading@gmail.com
www.sunlightmoontrading.com
",,,,,
,"TADE GG HIGHLAND FOREST COFFEE PRODUCER PLC

251-114670966
251-911476127
251-114670913
tesfayebge@gmail.com
",,,,,
,"TAMRIN /EXPORT/

251-114431444
251-114431130
251-929167500/01
251-114431028
121225
tamrinint@gmail.com
info@tamrin.et
www.tamrin.et
",,,,,
,"TECHNO HOUSE TRADING ENTERPRISE

251-116292403
",,,,,
,"TEPI GREEN COFFEE ESTATE S.C

251-114420770
251-114421633
251-114424801/02
251-911213557
251-114421633
13936
greeencoffees@yahoo.com
",,,,,
,"TEWODROS YESHIWAS GENERAL IMPORT & EXPORT

251-11-6457015
251-116458085
251-911207624
251-116458085
251-115517499
18745
teddyyes@ethionet.et
",,,,,
,"TOMOCA COFFEE PLC.

251-111111781/83/85
251-111111859
24615
contact@tomocacoffee.com
www.tomocacoffee.com
",,,,,
,"TRACON TRADING PLC

251-111262004/06/37/73
251-911205009
251-112773221
2243code1250
tracon.coffee@gmail.com
www.tracontrading.com
",,,,,
,"WELASHA TRADING PLC

251-911211089
251-929439233
info@buno-mc.com
Belay_welasha@yahoo.com
www.buno-mc.com
www.coffeewelasha.com
",,,,,
,"YINA INDUSTRIAL ENGINEERING & INTERNATIONAL TRADING PLC

251-116926366
251-116926020
251-972937000
251-955434904
251-911202383
251-116926366
16749
nacramabi@gmail.com
info@yinaindustrial.com
www.yinaindustrial.com
",,,,,
,"YIRGACHEFFE COFFEE FARMERS COOPERATIVE UNION (YCFCU)LID

251-114717017/18/19
251-911210468
251-114717010
yirgacheffe@ethio.et
yirgacheffeunion@gmail.com
www.yirgacheffeeunion.com
",,,,,
,COTTON,,,,,
No.,Company Name,Phone Numbers,Email,Website,Post Number,Location
,"AD GENERAL ELECTRONIC SERVICE PLC.

251-126632490
251-114670097
251-116642490
demislakew@gmail.com
adelect@ethionet.et
",,,,,
,"AFRICA PLC

251-221114231
251-221113929
251-112781228
251-221115463
251-112781228
africa@ethionet.et
",,,,,
,"AMIBARA AGRICULTURAL DEVELOPMENT PLC.

251-114407524
251-114407503
251-114400175
182665
amibara@ethionet.et
www.amibara.com
",,,,,
,"BARGUBA TRADING PLC.

251-114450023/24/27/29/30
251-114450236
50295
barguba@ethionet.et
",,,,,
,"DANA TRADING PLC.

251-116464510
251-116456406
dana_t_r@hotmail.com
",,,,,
,"DERRY KEBEDE BUSINESS PLC

251-114169421/25
251-914727458
",,,,,
,"FRESELAM PLC

251-116624395
251-911507338
251-911241010
251-911507337
22206/1000
freselam@ethionet.et
",,,,,
,"GEWANE AGRICULTURAL DEVELOPMENT PLC.

251-115524897
251-115524594
gewaneag@ethionet.et
",,,,,
,"GRAM IMPORT EXPORT & COMMISSION AGENT

251-115533514
251-911201593
251-115511073
13387
marg@ethionet.et
",,,,,
,"HIWOT AGRICLUTURE MECHANIZATION PLC.

251-344481120/21
251-344480653
251-115152838
251-115538143
251-911201910
251-115534588
101577
hiwotagr@ethionet.et
",,,,,
,"KIBIR ENTERPRISES PLC.

251-115520575
251-115525029
251-112842186
251-911214998
251-115520677
kehirez@ethionet.et
",,,,,
,"LOYAL TIRET COTTON FARMING AND GINNING FACTORY

251-582206947
251-582204551
1199BahirDar
loyaltiret@gmail.com
",,,,,
,"LUCI AGRICULTURAL DEVELOPMENT PLC

251-114169421/25
251-911207601
251-114169444
hadnits@gmail.com
",,,,,
,"MIDDLE AWASH AGRICLUTURAL DEVELOPMENT ENTERPRISE

251-115525606
251-111224588/92
251-221114593
251-115507317
mawashe@ethionet.et
",,,,,
,"NEIMETELLAH AGRICULTURE DEVELOPMENT ENTERPRISE

251-115580027
251-115580008
12306
indrisali@yahoo.com
",,,,,
,"NIGUSU MULUGETA ABEBE

251-111573729
251-114663505
251-911201180
24711/1000
",,,,,
,"OMO VALLEY AGRO INDUSTRY PLC.

251-114407523/24
251-114400175
2468/1250
amibara@ethionet.et
www.amibara.com
",,,,,
,"PIONEER AGRO INDUSTRY PLC.

251-118608524/26
251-116613778
",,,,,
,"SINO-GEWANE FRAM PLC.

251-116623367
251-114423381
251-116610142
251-114424498
sinogewane@yahoo.com
",,,,,
,"SISAY TESFAYE AGRICULTURAL

251-114670461
251-114671323
",,,,,
,"TENDAHO AGRICULTURAL DEVELOPMENT S.C

251-335560008
251335560026
251-911228243
251-335560009
49
tendaho@ethionet.et
",,,,,
,"WONDO TRADING AND INVESTMENT PLC

251-115521009
251-115521457/58
251-462203991
251-462209023/25/26
251-911504771
251-115513654
251-462204684
128Hawassa
9515AddisAbaba
wondo.trading@ethionet.et
wondo.ftra@ethionet.et
",,,,,
,DAIRY PRODUCTS FATTENING,,,,,
,,,,,,
,"A/Z TRADING & SERVICES PLC.

251-1155518047
251-115517774
",,,,,
,"AGRO-VET PRIVATE LIMITED COMPANY

251-115544749
251-911203849
251-115544730
agrovetplc1997@gmail.com
",,,,,
,"ALPPIS LIVESTOCK DEVELOPMENT

251-114667599
251-933037313
251-911442671
alppisethiopia@yahoo.co
emiruz@yahoo.com
",,,,,
,"ASER DEVELOPMENT PLC

251-114665269
251-914303390
251-114162549
100547
mamiyahyu-48@yahoo.com
",,,,,
,"BIS VEGTABLES & FRUITS AGRO INDUSTRY S.C

251-118102124
251-118693638
251-911518790
251-911518384
251-118704545
388
bisvegfruts@gmail.com
www.bis.et.org
",,,,,
,"BORA MILK (YADANE AYANA INTEGRATED FARM)

251-116554860
251-911039143
",,,,,
,"BULALA DINKITI AGRICLUTUR TRADE & INDUSTRY PLC.

251-114396378
251-114396379
251-114396377
13164
bulala@ethionet.et
",,,,,
,"DAIRY DEVELOPMENT ENTERPRISE

251-116460058/59/91
251-911225123
251-116620051
dde@ethionet.et
",,,,,
,"DARMAN FORAGE PRODUCTION AND LIVESTOCK TRADING

251-116618730
251-911406176
251-116620051
arimex2002@hotmail.com
",,,,,
,"ELEMTU INTEGRATED MILK INDUSTRY SHARE COMPANY

251-115511799
251-118698801
251-115539854
elemtu@ethionet.et
www.elemtu.com
",,,,,
,"ELFORA AGRO INDUSTRIES PLC.

251-116450361
251-116450511
elfora@ethionet.et
www.midroc-ethiotechgroup.com
",,,,,
,"ETETE MILK

251-924444040
251-910170275
",,,,,
,"ETHIOAFLAGAT GENERAL BUSINESS SHARE COMPANY (EAGBSC)

251-582262898
1730
aflagat@ethionet.et
",,,,,
,"FAMILY MILK

251-114197421
251-911707112
",,,,,
,"HIBRET DAIRY PRODUCERS MARKETING COOPERATIVE

251-114342169
251-911667284
awendmeneh@yahoo.com
",,,,,
,"HUMANA MILK

251-912617903
",,,,,
,"LA BACA AGROINDUSTRY S.C

251-116629901
251-911940294
",,,,,
,"LAME DAIRY PLC

251-116460058
251-116460062
251-116460092
2002
lamedairy@gmail.com
",,,,,
,"LONI AGRO INDUSTRY PLC

251-118965711
251-115528907
251-911218573
251-115570550
23322/1000
",,,,,
,"M.B PLC.

251-114197421/23/24
251-911805530
251-114197422
2017/1250
brukeme@yahoo.com
",,,,,
,"OMO VALLEY AGRO INDUSTRY PLC.

251-114407523/24
251-114400175
2468/1250
amibara@ethionet.et
www.amibara.com
",,,,,
,"ROHOBOT FARM

251-118101549
251-911731559
251-911947496
rohobotfarme@yahoo.com
",,,,,
,"SEBETA AGRO INDUSTRY PLC

251-113384105/07
251-116616777
251-911219350
251-116631157
2355
",,,,,
,"SELALE DAIRY COOPERATIVE UNION

251-118333096
251-118333107
251-911894075
sinuhailu@gmail.com
selalemilk@gmail.com
sdcumilk@ethionet.et
",,,,,
,"SUMMIT AGRO INDUSTRY PLC.

251-116604872/74
251-911203189
251-116604862
2594
",,,,,
,"WISE TEAM PLC

251-111564514
251-911607340
251-111564521
26335/1000
team.wise60@gmail.com
",,,,,
,"WOJET TRADING

251-116523969
251-462203991
251-911129798
12323
lezatraders@ethionet.et
",,,,,
,"YEKABDI AGRO PROCESSING PLC

251-966334367
251-967431635/37
186284
www.wowpurifiedwater.com
",,,,,
,FERTILIZERS AGRO CHEMICALS,,,,,
,,,,,,
,"JIGRA INTERNATIONAL BUSINESS PLC

251930848484
251904929292
251904484848
251911526540/41/42
jigrachem@gmail.com
Jigra2001@gmail.com
",,,,,
,"ABADAYU INDUSTRIAL AND AGRICULTURE PLC

251-116394322
251-911302693
251-911643826
251-116639433
54831
abadayuia2011@gmail.com
adadayu@ethionet
",,,,,
,"AGAD ENGINEERING TRADE ENTERPRISE

251-114669810
251-114169800
251-911507286
251-911209850
251-114669809
ethhagetco@ethionet.et
",,,,,
,"AGRICULTURAL INPUT SUPPLY ENTERPRISE

251-114425623/29/36
251-911219446
251-9111211797
251-114425622
aiso@ethionet.et
",,,,,
,"AGRISHER TRADING PLC

251-116186015
251-911228517
251-935401520
251-116631300
info@agrishertrading.com
",,,,,
,"AMBASEL TRADING HOUSE PLC

251-114666106/45
251-114666374
251-114666257
251-114666833
12617
www.ambaseltrading.et
",,,,,
,"AMBASEL TRADING HOUSE PLC

251-581140794
251-581140393
251-581140828
159Gondar
ambaseltrading@ethionet.et
ambaselt@ethionet.et
www.ambaseltrading.et
",,,,,
,"AMBASEL TRADING HOUSE PLC

251-582222187
251-582221771
251-582221769
379BahirDar
www.ambaseltrading.et
",,,,,
,"AMBASEL TRADING HOUSE PLC

251-331112766
251-331114311
251-331116527
489Dessie
www.ambaseltrading.et
",,,,,
,"AMBASEL TRADING HOUSE PLC

251-221119567
251-221195666
www.ambaseltrading.et
",,,,,
,"AUTHORITY FOR RESEARCH AND CONSERVATION OF CULTURAL HERITAGE

251-111540057/33
13247
crcch@ethionet.et
www.arcch.gov.et
",,,,,
,"BIOTECH PVT.LTD.CO

251-911223892
251-911885596
101601/1000
biotech_maru@biotechet.com
info@biotechet.com
www.biotechethiopia.com
",,,,,
,"BIOVET IMPORTS

251-118547388
251-911114087
contact.biovet@gmail.com
",,,,,
,"CHEMTEX PLC

251-115532033
251-115519557
251-115534380/81
251-911201600
251-115517453
chemtex@ethionet.et
www.chemtexplc.com
",,,,,
,"DA IMPORT

251-911110658
251-936626262
251-911922360
251-924116595
daimporter@gmail.com
www.daimporter.com
",,,,,
,"DINSHO WHOLESALE TRADING PLC.

251-115533416/17
251-112751275
251-911406802
251-115527555
12674
",,,,,
,"E.A.R PLC.

251-111568989
251-911205114
251-111571343
ear.zuse.plc@ethionet.et
",,,,,
,"ENOCK PLC.

251-111560487
251-115547385
251-911560485
251-111560485
40040
enockplc@gmail.com
",,,,,
,"ETHIOPIAN AGRICULTURAL BUSINESSES CORPORATION

251-114422679
251-114424177
251-114424184
251-114421312
6898
ethagribus.gov.et
ethioagriboscom@gmail.com
www.ethioagribosco.com
",,,,,
,"FS PLC

251-113206230
251-113691114
251-113691084
fulassafsplc@gmail.com
",,,,,
,"KALEB SERVICE FARMERS HOUSE PLC

251-114393653
251-114394838
251-114393650/51/52
251-114391459
251-911203360
251-114393674
9594
tesfayegm@kalebservice.com
info@kalebservice.com
www.kalebservice.com
",,,,,
,"MAKOBU ENTERPRISES PLC

251-114655464
251-114660805
251-922451070
251-935987192
251-114655466
40391
makobu@ethionet.et
www.makkbuenterprises.com
",,,,,
,"MARKOS PLC

251-111273319/12
251-111268085
251-934497911/15/16
251-111273318
50964
destad@markosplc.net
",,,,,
,"NATIONAL FERTILIZER MANUFACTURING PLC.

251-114662998
251-911101202
251-114663001
",,,,,
,"OLIVE AGRICULTURAL SOLUTION PLC.

251-115521009
251-115521458
251-911544771
251-115513654
9515
wondo.ftra@ethionet.et
wodo.tading@ethionet.et
",,,,,
,"PHARME CHEMICAL ENTERPRISE IMPORTER

251-116185442
251-924307668
251-116185445
pharmatropical@gmail.com
",,,,,
,"RANG ENGINEERING PLC

251-115547160
251-911514093
251-911756840
251-115546237
688
info@rangenginering.com
www.rangenginering.com
",,,,,
,"SYNGENTA AGRO SERVICE

251-115158723
251-115534212
251-911238683
251-115158667
5939
seifu.syngenta@ethionet.et
",,,,,
,"WEHIB CHEMICALS TRADING

251-112734783
251-911654204
251-911566424
wehibtrad21@gmail.com
wehibchem.trading@yahoo.com
",,,,,
,"WISE TEAM PLC

251-111564514
251-911607340
251-111564521
26335/1000
team.wise60@gmail.com
",,,,,
,"WORKU MAKONNEN AND BETHELEHEM WORKU

251-115514551
251-115506072
byswmp@ethionet.et
",,,,,
,"YOYO AGRICHEM TRADING

251-116629566
251-911516481
251-911628788
251-116629567
info@yoyochem.com
www.yoyochem.com
",,,,,
,FLOWER GROWERS,,,,,
,,,,,,
,"FLORA AGRICULTURAL

251-115523581
251-115512033
251-115523580
251-911502121
251-115512014
",,,,,
,"A.T.L. TRADING

251-114403424
251-911207963
251-114431848
123576
",,,,,
,"ABEBA GIDERY TRADING HOUSE

251-114420323
251-114427090
251-114401080
727512
abebapvt@ethionet.et
",,,,,
,"ABYSSININA FLOWER

251-116637777
251-116639559
251-930098533
",,,,,
,"ADDIS FLORACOM PLC.

251-113206412
251-113206413
addiflora@ethionet.et
",,,,,
,"AGRIFLORA PLC.

251-116607407
251-911486273/72
251-911776461
251-116607407
1927/1250
",,,,,
,"ALLIANCE FLOWERS PLC.

251-116526346
dyapav@rediffmail.com
",,,,,
,"AQ ROSES PLC

251-464414274/77
251-464414273
ethiopia@aqroser.com
",,,,,
,"BEAUTY GREEN PLC.

251-115544601/02
251-115544604
seidlert@ethionet.et
www.beautygreen.de
",,,,,
,"BIYO AGRICULTURAL DEVELOPMENT ENTERPRISE PLC.

251-116626821
251-116187575
251-116510511
251-911212936
251-113720037
251-116626820
15035
biyo.agr.eth@ethionet.et
",,,,,
,"BLEN FLOWERS PLC.

251-116627299
blenflowers@yahoo.com
",,,,,
,"BUKITO FLOWER FARM

251-114403424
251-911207963
251-114431848
",,,,,
,"CHANCHO FLOWERS PLC.

251-115508870
251-115508909
251-911221433
251-115510200
9438
dadiamosha@gmail.com
travelethiopia@ethionet.et
",,,,,
,"CONDOR FARMS PLC

251-935982466
haileseifu1@gmail.com
",,,,,
,"DEGAGO AGRO INDUSTRY PLC.

251-115540509
251-111555127
251-111555278
251-911200231
251-115540446
50800
dugdaagr@ethionet.et
",,,,,
,"DIRE HIGLAND FLOWER PLC.

251-115513525
251-115526310
251-115156888
dhf@ethionet.et
",,,,,
,"DIRE INDUSTIRIES PLC.

251-112756443
251-112754236
251-911201155
251-112752455
dire@ethionet.et
",,,,,
,"DUET ENTERPRISE

251-115533237
251-115534696/99
251-911200593
251-115534697
mekiya@ethionet.et
",,,,,
,"DUGDA AGRO INDUSTRY PLC.

251-114343316/17/18
251-111559999
251-911250571
251-115510446
50800
dugdaagr@ethionet.et
",,,,,
,"DUGDA FLORICULTURE DEVELOPMENT PLC

251-115540509
251-116555127
251-115540446
25628/1000
dugdaagr@ethionet.et
www.getas.com.et
",,,,,
,"DYR BUSINESS GROUP PLC.

251-116186203
251-116186096
170488
dry@ethionet.et
",,,,,
,"EDEN ROSE PLC.

251-116461443/45
251-111572130
251-116461446
edenroseplc@ethionet.et
",,,,,
,"ENYI ETHIO ROZE

251-113482167
251-113482000
",,,,,
,"ENYI GENERAL BUSINESS PLC.

251-111572731
251-113481912
251-111564574
251-113482000
11161
info@enyirealestate.com
www.eniyrealestate.com
",,,,,
,"ET HIGHLAND FLORA PLC

251-114660982
251-113726234
251-911677094
251-114660908
602
",,,,,
,"ETHIO AGRI-CEFT PLC

251-113690384
251-113690317
251-113690368
251-113690350
251-113690375
1006
info@ethioagriceft.com
www.ethioagriceft.com
",,,,,
,"ETHIO FALCON TRADING

251-111117722
251-111553621
22317
",,,,,
,"ETHIO PASSION AGRO PLC

251-111561572/73
251-111561547
1280
ethiopassion53@gmail.com
",,,,,
,"ETHIOPIA MAGICAL FARM PLC.

251-116614544
251-116624854
emf@ethionet.et
",,,,,
,"ETHIOPIAN MEADOWS PLC.

251-116632438
251-911170299
251-116183171
ethiomeadows@ethionet.et
",,,,,
,"EXPEREIANCE INCORPORATED PLC.

251-116614113
251-116624546
3487
expincor@ethionet.et
",,,,,
,"EXPRESS FLORICULTURE

251-115529522
",,,,,
,"EXPRINCE IN COMPRETED PLC.

251-116614113
251-116624546
expincor@ethionet.et
",,,,,
,"FINA BUSINESS CENTER

251-113720110
251-911204901
251-113720113
finawflower@ethionet.et
",,,,,
,"FIYORI ETHIOPIA PLC

251-116636292
251-116635480
",,,,,
,"FLOWERAMA PLC

251-115157924
251-115514928
40193
niattebebe@yahoo.com
",,,,,
,"FREESIA ETHIOPIA PLC.

251-115156259
251-118508870
251-911490231
freesia@ethionet.et
",,,,,
,"FRENDSHIP FLOWERS PLC.

251-118602293
251-118480077
251-911206423
251-911304967
info@freindship-flowers.com
info@friendship-flowers.com
www.freindship-flowers.com
",,,,,
,"GEMADRO COFFEE

251-116637781
251-116615608
1006
",,,,,
,"GOLDEN ROSE AGROFARMS PLC

251-118960065
251-911202330
251-911202309
251-115544653
19900
gomba@ethionet.et
",,,,,
,"GROENEVELD FLOWERS ETHIOPIA PLC.

251-464413763
251-464413767
",,,,,
,"HOLETA ROSES PLC.

251-114671791/92/93
251-911201230
251-114671794
holeroses@ethionet.et
",,,,,
,"HUSSEIN ALSAYLD AHMED GENERAL BUSINESS PLC

251-111558546
husseinaligbplc@gmail.com
",,,,,
,"J.J KOTHARI & CO. (ETH) LTD

251-114661155/12/15
251-911211024
251-911205520
251-114661122
171
j.jkothari@ethionet.et
",,,,,
,"LAFTO ROSES PLC

251-115541483/84/85
251-911505526
251-115541470
6312/150
laftoroses@ethionet.com
",,,,,
,"LINSSEN ROSES ETHIOPIA PLC.

251-113205668/69
251-911230624
251-113205669
linssenroseset@ethionet.et
www.linssenroses.com
",,,,,
,"MAM TRADING PLC.

251-114402080
251-114432010/11
info@mam-rose.com
www.mam-rose.com
",,,,,
,"MARANOVE PLANTS P.L.C

251-118301297
251-113725145
251-911490518
",,,,,
,"MARANQUE PLANTS PLC

251-221190750
251-118301297
251-221190276
14262
hr-assistant@maranqueplants.com
",,,,,
,"MAREJEN PARE ETHIOPIA P.L.C

251-113716232
",,,,,
,"MEKIYA ENTERPRISE PLC.

251-115539237
251-115534696/99
251-112759315/16
251-911200593
251-112759318
28912
makiya@ethionet.et
",,,,,
,"MENAGESHA FLOERS PLC.

251-115523580/81
251-115512033
251-911502121
251-115512014
11609
",,,,,
,"MINAYE PLC

251-113728667/68/69
251-113710627
minaye@ethionet.et
",,,,,
,"ODA FLOWERS P.L.C

251-111561572
",,,,,
,"OMEGA FARMS PLC.

251-114669273
251-116181223
",,,,,
,"RED FOX ETHIOPIA PLC.

251-115514966
251-115514956
muluken74@yahoo.com
",,,,,
,"ROMSADEIS PLC.

251-112139148
fiker1993@yahoo.com
",,,,,
,"ROSE ETHIOPIA PLC

251-116625404
251-116625416
roseethiopia@ethionet.et
",,,,,
,"SARON ROSE AGRO FARM PLC.

251-113382718/20
251-114666656
251-116625551/53
251-911201565
251-116625552
saronrose@ethionet.et
",,,,,
,"SELAM FLOWER PLC.

251-115502989
251-115502996
selamfwr@ethionet.et
",,,,,
,"SHARE ETHIOPIA

251-911618553
",,,,,
,"SHEBA FLOWER PLC.

251-116530398
251-116183229
office@shebaflowers.net.et
",,,,,
,"SIET AGRO PLC.

251-115533684
251-115511835
251-113718190
251-115533685
251-113728190
21422
sietagro@ethionet.et
",,,,,
,"SPIRIT P.L.C

251-113715479
251-115521210
251-112756442
251-911669220
251-911507225
2503
spirit@ethionet.et
",,,,,
,"SUMMIT AGRO INDUSTRY PLC.

251-116604874
251-116604872
251-911203189
251-116604862
",,,,,
,"SUNRISE FLOWERS

251-116187095
251-116187093
",,,,,
,"SUPRA FLORITECH PLC.

251-116628700
251-116628700
suprafloritechplc@yahoo.com
",,,,,
,"TADAM TRADE ORGANIZATION PLC.

251-115513380
251-115515094
3424
tadam@ethionet.et
",,,,,
,"TAL FLOWERS P.L.C

251-116517394
",,,,,
,"TINAW BUSINESS S.C

251-113720110/11
251-113720113
18582
tinawflower@ethionet.et
tinawflower@gmail.com
www.tinawflower.com
",,,,,
,"WAJAG TRADING ETHIOPIA PLC.

251-11663166364
251-116631963
14984
wajag@ethionet.et
",,,,,
,"YEWONDWESSEN BELETE ABEBEB

251-114670957
251-111236724
251-911878921
6401
",,,,,
,"ZK FLOWER PLC.

251-116610798
251-911537974
41149
zkflowers@gmail.com
",,,,,
,FORESTRY DEVELOPMENT,,,,,
,,,,,,
,"ALAGE FOREST DEVELOPMENT & UTILIZATION PLC.

251-344402068
251-344403042
tigrayforest@ethionet.et
",,,,,
,"ETHIOPIAN COFFEE FOREST FORUM

251-115151694
251-115151684
28513
twgole@ethionet.et
www.ecff.org.et
",,,,,
,FRUITS AND VEGETABLES,,,,,
,,,,,,
,"THEDAY AGRO INDUSTRY PLC

251116626795
251931086326/36
251993821863
sales@thedayjam.com
www.thedayjam.com
",,,,,
,"A/Z TRADING & SERVICES PLC.

251-1155518047
251-115517774
",,,,,
,"ABDULJELIL MOHAMMED OMAR TRADING

251-111110388
251-911730635
251-911400831
23940
",,,,,
,"AFRICA JUICE TIBILA SHARE COMAPANY

251-118402029
251-911410762
251-911490769
info@africajuice.com
www.africajuice.com
",,,,,
,"AJAMU AGRICULTURAL MATERIALS

251-111110388
",,,,,
,"AKIRMA AGRISERVICES

251-116620238
251-910848372
251-912409678
945
akimaagriservices@gmail.com
www.akirmaagriservices.com
",,,,,
,"ALEMYE AGRICULTURAL INVESTMENT P.L.C

251-936010363
",,,,,
,"ALMETA IMPEX PLC.

251-115534222/24
251-115513677
251-115534700
251-115534100/53
251-115513677
251-115515552
almeta@ethionet.et
carane@ethionet.et
www.almetaimpex.com
",,,,,
,"AMARD INDUSTRY PLC.

251-112754395
251-911433049
amred@ethionet.et
",,,,,
,"AMSTEL FAST FOOD & VEGETABEL MANUFACTURING PLC

251-116601992
251-115544668
34358
danturaco@yahoo.com
www.ethioamstel.com
",,,,,
,"BIS VEGTABLES & FRUITS AGRO INDUSTRY S.C

251-118102124
251-118693638
251-911518790
251-911518384
251-118704545
388
bisvegfruts@gmail.com
www.bis.et.or
",,,,,
,"COFFEE PLANTATION DEVELOPMENT ENTERPRISE

251-114670688
251-114663363/64
251-114168788
251-114168137
251-114160179
4363
coffeepl@ethionet.et
",,,,,
,"ETHIO AGRI-CEFT PLC

251-113690317/68/84
251-113690350
251-113690375
1006
info@ethioagriceft.com
www.ethioagriceft.com
",,,,,
,"ETHIOF FALCON TRADING

251-111117722
251-911204217
251-111553621
22317
efat@ethionet.et
",,,,,
,"ETHIOPIAN FRUIT & VEGETABLE MARKETING S C (ETFRUIT)

251-114163665
251-114164288
251-114163631
2374
etfruit2004@yahoo.com
",,,,,
,"ETHIOPIAN SEED ENTERPRISE

251-116612266
251-116625298
251-116630893
251-116613388
251-116611326
2453
ese@ethionet.et
",,,,,
,"GALLOB REAL ESTATE DEVELOPMENT

251-912151260
adclaymax@yahoo.com
",,,,,
,"GEMADRO COFFEE

251-116637781
251-116615608
",,,,,
,"GIMP GENERAL TRADING

251-116600265
251-116600266
getaho@ethionet.et
",,,,,
,"GOJEB AGRICULTURAL DEVELOPMENT

251-471129869
",,,,,
,"HARVEST GENERAL TRADING

251-111266534
251-911201292
10223
harvestgenratrading@gmail.com
",,,,,
,"HAWASSA GREEN WOOD PLC.

251-115528900
251-115545772
251-115528808
251-462203015
Hawassagreenword@ethionet.et
www.Hawassagreenwodplc.com
",,,,,
,"HORIZON PLANTATIONS PLC

251-113698029
251-113698100
6049
info@horizonplantione.com
www.horizonplantione.com
",,,,,
,"ICON GROUP

251-115505292
251-115505219
info@icongroups.com
www.icongroups.com
",,,,,
,"JHON EAT FRUIT

251-344405912
",,,,,
,"JITTU HORTICULTURE PLC

251-113727791/92
251-113716165
976/1110
info@jittuhorticulture.com
www.jittuhorticulture.com
",,,,,
,"K VEGETABLE AND FRUITES PLC

251-115515179
251-115503436
251-115515145
885
kvf@ethionet.et
",,,,,
,"MENBE FRUIT AND VEGETABLE

251-256662926
",,,,,
,"NUREDIN HASSEN KENFELA

251-115547316/17
251-911221155
251-115547318
rahanufa@yahoo.com
",,,,,
,"RAYA FRESH PRODUCE P.L.C

251-116632283
",,,,,
,"RED SPECKLED ETHIOPIA TRADING ENTERPRISE

251-114663107
251-114661134
",,,,,
,"SAS PROMOTION PLC.

251-114167505
251-115529353
",,,,,
,"SEGEL GENERAL TRADING PLC.

251-111571660/61
251-111571866
251-911204373
251-111571692
29404
segalcamp@ethionet.et
",,,,,
,"SPARK AGRICULTURAL & TRADE PLC.

251-115531720
251-112779597
",,,,,
,"TEPPO AGRICULTURAL & TRADE PLC.

251-115515179
251-115503436
251-911230732
251-115515145
885
teppo@ethionet.et
",,,,,
,"TERRA PLC.

251-114654321
251-911227753
251-111550759
30109
terraplc@ethionet.et
",,,,,
,"UPPER AWASH AGRO INDUSTRY ENTERPRISE

251-114423000
251-221122688
251-221122703
",,,,,
,"WAJAG TRADING ETHIOPIAN

251-116631363
251-116-681363
wajah@ethionet.et
",,,,,
,"ZELEKE AGRICULTURAL MECHANIZATION (Bahir Dar)

251-582220880
251-582204551
1199BahirDar
",,,,,
,"ZELEKE AGRICULTURAL MECHANIZATION (Kobo)

251-333341115
251-333341115
",,,,,
,HORTICULTURE PRODUCT,,,,,
,,,,,,
,"ACME ENGINEERING AND TRADING PLC

251-116639615
251-911522598
251-911456345
251-116637778
1453
info@acme-et.com
www.acme-et.com
",,,,,
,"BRAZE-MART-INTERNATIONAL GENERAL TRADING P.L.C

251-115526011/12
251-911522702
251-911516201
251-115547071
251-115526012
34122
telaye_gt@yahoo.com
www.brazafric.com
",,,,,
,"YOYO AGRICHEM TRADING

251-116629566
251-911516481
251-911628788
251-116629567
info@yoyochem.com
www.yoyochem.com
",,,,,
,HONEY,,,,,
,,,,,,
,"DIAMOND ENTERPRISE PLC

251116292614
251930014502
251911414037
1082/1110
dehabcf@gmail.com
www.dehabcoffee.com
",,,,,
,"AFEWORK INTERNATIONAL GROUP PLC.

251-116624906/07
251-115511091
251-115512105
251-116624922
251-115512092
101531
afewerk@ethionet.et
www.afeworkinternational.com
",,,,,
